day,spacecraft_x_km,spacecraft_y_km,spacecraft_vx_km_s,spacecraft_vy_km_s,earth_x_km,earth_y_km,moon_x_km,moon_y_km,mars_x_km,mars_y_km,distance_to_mars_km
71.0,57061453.29644141,159615937.96532714,-25.476970321946954,14.775211039683887,51219104.3237797,140556487.82693627,50887047.039263815,140362835.2519471,30517486.612212148,225887055.64399534,71389377.4010767
71.5,55959408.35641853,160250167.97170234,-25.54336778404218,14.587293084128296,50008291.39065359,140991821.43004394,49700645.047396705,140761349.9839152,29484166.209414933,226024252.7685372,70902529.41611955
72.0,54854528.81008976,160876280.5149455,-25.608203430500275,14.399404785247508,48793778.964350484,141416724.79714704,48514606.67390312,141152478.33596662,28450229.197187394,226156722.99374056,70418202.25108837
72.5,53746881.95419927,161494277.163043,-25.67148531769734,14.21155938929336,47575656.89158004,141831166.49491596,47328645.70624354,141536634.94428232,27415697.198501833,226284463.54922393,69936396.4084134
73.0,52636534.7355248,162104160.0520296,-25.733221590778882,14.023769948644881,46354015.28608476,142235115.8639502,46142427.50369639,141914189.12722674,26380591.848773785,226407471.76351845,69457112.19117326
73.5,51523553.747123726,162705931.87762704,-25.793420479922432,13.836049322489671,45128944.52197387,142628543.02104652,44955574.60046045,142285459.6050754,25344934.79540943,226525745.06412387,68980349.70466886
74.0,50408005.224739484,163299595.8869143,-25.852090296657842,13.64841017756226,43900535.227037355,143011418.8614097,43767672.877770565,142650709.8981896,24308747.69735264,226639280.97756237,68506108.85799399
74.5,49289955.043365434,163885155.87003067,-25.909239430245677,13.460864988937455,42668878.27604181,143383715.06080544,42578278.223424435,143010144.46444416,23272052.22463261,226748077.1294301,68034389.36560301
75.0,48169468.71396415,164462616.15191376,-25.96487634411398,13.273426040876696,41434064.78400751,143745404.07765594,41386923.59067822,143363905.6269494,22234870.057909973,226852131.2444471,67565190.74887641
75.5,47046611.38033932,165031981.58407578,-26.019009572353696,13.08610542772542,40196186.09946816,144096459.15507722,40193126.36319651,143712071.3326713,21197222.888023723,226951441.14650482,67098512.3376811
76.0,45921447.81615764,165593257.5364195,-26.07164771627288,12.89891505485949,38955333.79771291,144436854.3228586,38996395.92869736,144054653.77157822,20159132.41553788,227046004.75871143,66634353.27192661
76.5,44794042.42211857,166146449.889096,-26.12279944101001,12.711866639678862,37711599.67401209,144766564.3993839,37796241.36117907,144391598.87457725,19120620.350287,227135820.10343546,66172712.50311692
77.0,43664459.223268814,166691565.02440628,-26.172473472206217,12.524971712646483,36465075.736826174,145085564.99349424,36592179.110178776,144722786.69689646,18081708.41092271,227220885.3023471,65713588.79589618
77.5,42532761.86645947,167228609.81874907,-26.220678592736782,12.338241618370644,35215854.20099945,145393832.50629258,35383740.595422044,145048032.68187422,17042418.3244593,227301198.57645744,65256980.72958892
78.0,41399013.61794301,167757591.63461563,-26.267423639501818,12.151687516728911,33964027.48093795,145691344.1328894,34170479.60646981,145367089.7884877,16002771.825819198,227376758.24615577,64802886.699734285
78.5,40263277.36110772,168278518.31263483,-26.312717500275994,11.965320384031887,32709688.18377304,145978077.86408976,32951979.409546405,145679651.4545459,14962790.657378709,227447562.73124462,64351304.91961284
79.0,39125615.594346866,168791398.1636685,-26.35656911061735,11.779151014224958,31452929.102510534,146254012.48802155,31727859.467597514,145985355.35643345,13922496.568513164,227513610.55097282,63902233.42176716
79.5,37986090.429060206,169296239.96096036,-26.398987450835193,11.5931900201264,30193843.20916595,146519127.5917046,30497781.684736006,146283787.9157718,12881911.315141933,227574900.32406652,63455670.05951455
80.0,36844763.58778511,169793052.932338,-26.439981543016646,11.407447834699989,28932523.647886883,146773403.56256095,29261456.092514955,146574489.49349844,11841056.659273723,227631430.768758,63011612.508452505
80.5,35701696.402454905,170281846.7524719,-26.47956044811206,11.221934712360609,27669063.728062205,147016821.5898655,28018645.90283759,146856960.202785,10799954.368551321,227683200.70281252,62570058.26795565
81.0,34556949.81278202,170762631.53519043,-26.517733263078718,11.036660730311146,26403556.91741948,147249363.6661378,26769171.86068045,147130666.26404208,9758626.21579616,227730209.04355308,62131004.662665255
81.5,33410584.364762973,171235417.82585412,-26.554509118082837,10.851635789909036,25136096.835110217,147471012.58847407,25512915.83905131,147395046.81809792,8717093.978553537,227772454.8078829,61694448.843969
82.0,32262660.209303282,171700216.59378874,-26.589897173759493,10.666869618061025,23866777.24478439,147681751.95981985,24249823.6286131,147649521.10758558,7675379.438636454,227809937.11230633,61260387.79147383
82.5,31113237.100959264,172157039.22477996,-26.623906618530228,10.48237176864451,22595692.047653776,147881566.19018313,22979906.885039162,147893495.93171102,6633504.381670663,227842655.17294684,60828818.31446791
83.0,29962374.396794576,172605897.51362932,-26.656546665977977,10.298151623954102,21322935.275545634,148070440.49778745,21703244.208290756,148126373.2759615,5591490.596638844,227870608.30556384,60399737.05337513
83.5,28810131.05534894,173046803.6567739,-26.687826552278906,10.114218396171813,20048601.083946187,148248360.91016558,20419981.339470536,148347558.01600376,4549359.87542478,227893795.92556676,59973140.48119927
84.0,27656565.63571655,173479770.24496946,-26.717755533690884,9.930581128859643,18772783.74503549,148415314.26519316,19130330.47256176,148556465.5940401,3507134.0123579176,227912217.54802737,59549024.904959194
84.5,26501736.296731826,173904810.25603855,-26.74634288409801,9.747248698473078,17495577.640713133,148571288.21206233,17834568.69005068,148752529.56625345,2464834.803757431,227925872.78768986,59127386.46711468
85.0,25345700.79625995,174321937.04768476,-26.77359789261099,9.564229815894217,16217077.255616385,148716271.2121955,16533035.543002378,148935208.92167494,1422484.0474762325,227934761.35897893,58708221.14698231
85.5,24188516.490589898,174731164.35037312,-26.79952986122264,9.381533027983236,14937377.170130143,148850252.5400988,15226129.807457507,149103995.07582444,380103.5424454173,227938883.07600576,58291524.76214198
86.0,23030240.333927672,175132506.2602784,-26.824148102518127,9.199166719146914,13656572.053390395,148973222.28415573,13914305.4598977,149258418.4467704,-662284.9117817779,227938237.85257187,57877292.969833344
86.5,21870928.877987072,175525977.23230147,-26.84746193743945,9.017139112922973,12374756.656280551,149085171.34736022,12598066.92483908,149398054.526768,-1704659.515486075,227932825.702171,57465521.26834256
87.0,20710638.271676127,175911592.07315382,-26.86948069310359,8.835458273579107,11092025.804422269,149186091.4479897,11277963.657228405,149522529.3692974,-2746998.4692375013,227922646.73798874,57056204.99837951
87.5,19549424.260876417,176289365.934512,-26.890213700673748,8.654132107725399,9808474.391160207,149275975.12021774,9954584.13109947,149631524.41904265,-3789279.974351993,227907701.1729002,56649339.344445124
88.0,18387342.18831334,176659314.30624205,-26.909670293283117,8.473168365939095,8524197.370542297,149354815.71466637,8628549.313791027,149724780.6210294,-4831482.233346723,227887989.31946558,56244919.33618849
88.5,17224446.993514884,177021453.009694,-26.92785980401061,8.292574644400537,7239289.750295147,149422607.39889792,7300505.711819694,149802101.75465915,-5873583.450396156,227863511.5899236,55842939.84975484
89.0,16060793.212856866,177375798.1910676,-26.9447915639078,8.112358386539238,5953846.584795515,149479345.15784657,5971118.080159778,149863356.94861332,-6915561.831788023,227834268.4961828,55443395.60912345
89.5,14896434.979692133,177722366.31484926,-26.9604749000767,7.932526884688894,4667962.968038641,149525024.79418933,4641061.891127114,149908482.34341872,-7957395.586378795,227800260.64981112,55046281.18743612
90.0,13731426.024561822,178061174.15732008,-26.974919133797474,7.753087281750428,3381734.0266031576,149559642.9286565,3311015.662237901,149937481.87972096,-8999062.926049558,227761488.7620227,54651591.00831633
90.5,12565819.675486412,178392238.80013698,-26.988133578705693,7.57404657286196,2095254.91261412,149583197.0002817,1981653.2442777397,149950427.20185992,-10040542.066161826,227717953.6436634,54259319.34717888
91.0,11399668.858334482,178715577.62398538,-27.000127539018298,7.395411607074706,808620.796703614,149595685.26659134,653636.1713395842,149947456.67802322,-11081811.22601282,227669656.20519352,53869460.33252984
91.5,10233026.097267017,179031208.30230427,-27.01091030780768,7.21718908903389,-478073.1390294718,149597106.80373353,-672393.82622713,149928773.54992166,-12122848.629291132,227616597.45666897,53482007.947258495
92.0,9065943.515255304,179339148.7950847,-27.02049116532332,7.0393855806636765,-1764731.7080610548,149587461.50654632,-1995822.0471675566,149894643.2364256,-13163632.504532337,227558778.5077201,53096956.02991934
92.5,7898472.8346702745,179639417.34274054,-27.02887937736022,6.862007502855221,-3051259.7264832635,149566750.08856565,-3316067.687638289,149845389.82677418,-14204141.085573746,227496200.5675284,52714298.27600574
93.0,6730665.377941361,179932032.46005195,-27.036084193673442,6.685061137156958,-4337562.020046179,149534974.08197242,-4632590.261873101,149781391.8096718,-15244352.612010319,227428864.94480136,52334028.239215896
93.5,5562572.068282829,180217012.93018267,-27.042114846438235,6.508552627466291,-5623543.431198333,149492135.83747923,-5944895.4904907085,149703077.0946779,-16284245.32964919,227356773.04774493,51956139.33270927
94.0,4394243.430485696,180494377.79877025,-27.046980548754956,6.332487981721835,-6909108.826126498,149438238.52415636,-7252540.578770665,149610917.39164093,-17323797.49096481,227279926.38403428,51580624.83035563
94.5,3225729.5917732525,180764146.36808884,-27.050690493198207,6.156873073595393,-8194163.101793195,149373286.12919757,-8555138.815278204,149505422.02240598,-18362987.35555393,227198326.56078207,51207477.86797663
95.0,2057080.2827183306,181026338.1912853,-27.053253850409366,5.981713644182964,-9478611.192972451,149297283.45762482,-9852363.430197012,149387131.2465216,-19401793.19058994,227111975.28450492,50836691.4445796
95.5,888344.838220457,181280973.06668884,-27.054679767732097,5.8070153036939836,-10762358.079282232,149210236.13193306,-11143950.662503986,149256609.18909073,-20440193.27127753,227020874.36108783,50468258.42358413
96.0,-280427.80145898234,181528071.0321927,-27.054977367889908,5.632783533138147,-12045308.79221409,149112150.5916742,-12429701.99557097,149114436.4641633,-21478165.881307177,226925025.69574615,50102171.53404205
96.5,-1449189.0896053289,181767652.35970956,-27.054155747705213,5.4590236860090835,-13327368.42215843,149003034.0929807,-13709485.531758867,148961202.5910879,-22515689.31330902,226824431.29298604,49738423.3718506
97.0,-2617890.871904797,181999737.54969907,-27.052223976859203,5.28574098996426,-14608442.12542597,148882894.70802882,-14983236.48794318,148797498.30397502,-23552741.86930695,226719093.2565623,49377006.40095945
97.5,-3786485.3852459025,182224347.32576743,-27.049191096691867,5.112940548500476,-15888435.131263817,148751741.32444143,-16250956.80551763,148623907.85583398,-24589301.8611726,226609013.78943452,49017912.954572655
98.0,-4954925.256469921,182441502.62934002,-27.045066119041405,4.940627342624398,-17167252.748866476,148609583.64463058,-17512713.880119592,148441001.41901556,-25625347.611078374,226494195.19372103,48661135.23634406
98.5,-6123163.501072038,182651224.61440644,-27.03985802512243,4.768806232517479,-18444800.374380942,148456432.18507963,-18768638.42794567,148249327.68231976,-26660857.451951485,226374639.87065053,48306665.32156768
99.0,-7291153.521854863,182853534.64233568,-27.033575764442222,4.597481959194777,-19720983.497905046,148292298.27556545,-20018921.51692888,148049406.74253032,-27695809.727926545,226250350.32051218,47954495.158364505
99.5,-8458849.107535945,183048454.2767646,-27.02622825375439,4.426659146157135,-20995707.710479315,148117194.05832002,-21263810.802079674,147841723.38424686,-28730182.794798646,226121329.14260313,47604616.56886374
100.0,-9626204.431310872,183236005.27855653,-27.017824376049372,4.256342301036232,-22268878.711070888,147931132.48713243,-22503606.01480171,147626720.8367587,-29763955.02047618,225987579.03517413,47257021.25038081
100.5,-10793174.049373535,183416209.60083115,-27.008372979580702,4.086535817231979,-23540402.31354991,147734127.3263904,-23738653.765848227,147404795.09040123,-30797104.785432912,225849102.79537323,46911700.776591726
101.0,-11959712.899395136,183589089.38406503,-26.99788287692691,3.9172439755418687,-24810184.453656953,147526193.1500621,-24969341.73064732,147176289.84744692,-31829610.483160287,225705903.31918722,46568646.59870436
101.5,-13125776.298963329,183754666.95126227,-26.98636284408802,3.748470945781792,-26078131.195961922,147307345.34061807,-26196092.293883648,146941492.1742014,-32861450.52061943,225557983.60138106,46227850.04662709
102.0,-14291319.943983193,183912964.80319446,-26.973821619616007,3.5802207883979222,-27344148.740812898,147077600.0878931,-27419355.737363365,146700628.911714,-33892603.31869242,225405346.73543516,45889302.33013558
102.5,-15456299.907041255,184064005.61371148,-26.9602679037787,3.412497456069272,-28608143.431275487,146836974.3878887,-28639603.061223164,146453863.8924914,-34923047.31263377,225247995.91348097,45552994.5400371
103.0,-16620672.635734139,184207812.2251196,-26.945710357756305,3.2453047953005445,-29870021.760061074,146585486.04151568,-29857318.53338433,146201295.99995813,-35952760.952521525,225085934.42623386,45218917.649334535
103.5,-17784394.950963248,184344407.64362904,-26.930157602870008,3.0786465480049165,-31129690.376444526,146323153.65327734,-31072992.06574385,145942958.09627584,-36981722.7037075,224919165.66292453,44887062.51438902
104.0,-18947424.0451967,184473815.03487006,-26.913618219841986,2.912526353076413,-32387056.09316978,146049996.62989312,-32287111.517880704,145678816.83266503,-38009911.04726828,224747693.11122808,44557419.87608235
104.5,-20109717.480700072,184596057.7194761,-26.896100748086003,2.746947747951539,-33642025.89334389,145766035.1788629,-33500155.030014716,145408773.34471568,-39037304.48045469,224571520.35719106,44229980.36097941
105.0,-21271233.18773706,184711159.1687341,-26.877613685028358,2.5819141701598864,-34894506.93731792,145471290.3069722,-34712583.486566626,145132664.8234853,-40063881.51714172,224390651.08515647,43904734.48249179
105.5,-22431929.462741498,184819143.00030217,-26.85816548545799,2.4174289588633933,-36144406.56955528,145165783.8187381,-35924833.20994528,144850266.9416149,-41089620.688278005,224205089.0776867,43581672.64204191
106.0,-23591764.96646194,184920032.97399282,-26.837764560905644,2.2534953563840063,-37391632.32548588,144849538.31479615,-37137308.9811449,144561297.10240066,-42114500.542334504,224014838.21548453,43260785.13022923
106.5,-24750698.722079933,185013852.98762265,-26.816419279051086,2.0901165097194827,-38636091.93834668,144522577.19022843,-38350377.479420945,144265418.4688893,-43138499.64575329,223819902.47731176,42942062.12799803
107.0,-25908690.11330338,185100627.07292655,-26.794137963158004,1.9272954720470794,-39877693.34600718,144184924.63283297,-39564361.227776304,143962244.71976277,-44161596.58339593,223620285.93990615,42625493.707808554
107.5,-27065698.88243611,185180379.3915369,-26.77092889153579,1.76503520421491,-41116344.69778003,143836605.62133428,-40779533.124310575,143651345.46917784,-45183769.95899105,223415992.77789623,42311069.834810816
108.0,-28221685.128424585,185253134.23102722,-26.746800297027747,1.6033385762207566,-42351954.361216,143477645.92353538,-41996111.63174673,143332252.27895674,-46204998.39558196,223207027.26371378,41998780.368021786
108.5,-29376609.30488326,185318916.00101897,-26.721760366525046,1.442208368678137,-43584430.928882554,143108072.09441185,-43214256.68875613,143004465.18370205,-47225260.53597389,222993393.76750466,41688615.06150736
109.0,-30530432.218099397,185377749.22935167,-26.69581724050591,1.2816472742694383,-44813683.22512614,142727911.47414708,-44434066.39717143,142667459.64263135,-48244535.043180116,222775096.75703737,41380563.56556823
109.5,-31683115.025018483,185429658.55831498,-26.66897901259935,1.1216578991859558,-46039620.31281695,142337192.18610984,-45655574.52892733,142320693.82629395,-49262800.60086886,222552140.79760957,41074615.427931935
110.0,-32834619.231211368,185474668.740944,-26.64125372917287,0.9622427645546731,-47262151.50007646,141935943.1347738,-46878748.885744914,141963616.14190596,-50280035.91380851,222324530.55195263,40770760.09494882
110.5,-33984906.688824095,185512804.63737425,-26.612649388943773,0.8034043078516352,-48481186.34698633,141524194.0035791,-48103490.533310495,141595672.8978889,-51296219.70831341,222092270.78013417,40468986.912796065
111.0,-35133939.59451146,185544091.2112586,-26.583173942613243,0.6451448843017963,-49696634.67227923,141101975.25273675,-49329633.920152724,141216316.00635755,-52311330.7326884,221855366.33945838,40169285.12868682
111.5,-36281680.487355106,185568553.52624416,-26.55283529252285,0.487466768265206,-50908406.56000993,140669318.11697477,-50556947.879734345,140825010.6218006,-53325347.75767348,221613822.18436462,39871643.89208705
112.0,-37428092.246767506,185586216.74250838,-26.52164129233273,0.33037215460943453,-52116412.36620734,140226254.6032281,-51785137.50261293,140421242.6150404,-54338249.57688766,221367643.36632368,39576052.25594001
112.5,-38573138.09038225,185597106.1133544,-26.489599746721222,0.17386316006813796,-53320562.7255059,139772817.48827025,-53013846.85403088,140004525.78373098,-55350015.007272676,221116835.0337321,39282499.17789861
113.0,-39716781.57193193,185601246.98186493,-26.456718411105015,0.017941824585674462,-54520768.557756886,139309040.31628895,-54242662.501131415,139574408.70413542,-56360622.88953567,220861402.43180463,38990973.52156632
113.5,-40858986.57911441,185598664.7776133,-26.423004991379695,-0.13738988735230406,-55716941.07461806,138834957.3964045,-55471117.80330225,139130481.13365686,-57370052.08859194,220601350.90246442,38701464.05774726
114.0,-41999717.331448264,185589385.0134326,-26.388467143679836,-0.2921300854023533,-56908991.78612227,138350603.8001316,-56698697.90907139,138672379.87953296,-58378281.494006805,220336685.8842315,38413959.465705566
114.5,-43138938.37811822,185573433.28224084,-26.353112474158337,-0.4462769520608868,-58096832.50722354,137856015.35878485,-57924845.39364603,138199794.05615175,-59385290.02043729,220067412.91210872,38128448.33443428
115.0,-44276614.59581146,185550835.25392193,-26.316948538784466,-0.5998287413760273,-59280375.364320934,137351228.66082826,-59148966.462725885,137712469.66152114,-60391056.60807284,219793537.6174662,37844919.16393555
115.5,-45412711.18654585,185521616.67226246,-26.279982843160024,-0.7527837776736981,-60459532.80175909,136836281.04916814,-60370437.64074163,137210213.41241485,-61395560.22307582,219515065.72792372,37563360.36651067
116.0,-46547193.6754902,185485803.3519428,-26.24222284235335,-0.9051404542979882,-61634217.58830552,136311210.61839092,-61588612.85527235,136692895.78750935,-62398779.858021624,219232003.0672305,37283760.2680618
116.5,-47680027.90877811,185443421.17558232,-26.20367594075039,-1.0568972323658141,-62804342.823603645,135776056.21194476,-62802830.824161865,136160453.238283,-63400694.53233769,218944355.55514374,37006107.109405346
117.0,-48811180.0513155,185394496.0908387,-26.164349491922653,-1.2080526395359004,-63969821.944601536,135230857.41926616,-64012422.647857,135612889.5384422,-64401283.29274242,218652129.20730484,36730389.04759675
117.5,-49940616.58458277,185339054.10755923,-26.12425079851141,-1.3586052687920862,-65130568.73195559,134675654.57285115,-65216719.506779246,135050276.25401402,-65400525.21368337,218355330.13511342,36456594.15726856
118.0,-51068304.30443263,185277121.29498497,-26.083387112127834,-1.5085537772409612,-66286497.31640902,134110488.74527158,-66415060.3621543,134472752.32785848,-66398399.397774965,218053964.5455995,36184710.43198043
118.5,-52194210.31888353,185208723.77900627,-26.04176563326842,-1.657896884923832,-67437522.18514396,133535401.74613671,-67606799.55867717,133880522.78404906,-67394884.97623535,217748038.74129388,35914725.78558288
119.0,-53318302.04591005,185133887.7394696,-25.999393511245483,-1.8066333736430031,-68583558.18810768,132950436.11900024,-68791314.22868809,133273856.56919217,-68389961.10932285,217437559.12009615,35646628.05359386
119.5,-54440547.21123046,185052639.40753445,-25.956277844132202,-1.954762085802366,-69724520.5443117,132355635.13821302,-69968011.40015405,132653083.55915548,-69383606.98677203,217122532.17514104,35380404.99458978
120.0,-55560913.84609221,184965005.06307983,-25.912425678721775,-2.1022819232622605,-70860324.84810391,131751042.80572166,-71136334.71466346,132018590.77069575,-70375801.82822865,216802964.4946625,35116044.291610554
120.5,-56679370.28505615,184871011.0321609,-25.867844010500257,-2.2491918462086065,-71990887.07541232,131136703.84781352,-72295770.66679032,131370817.82797799,-71366524.88368429,216478862.761856,34853533.553578064
121.0,-57795885.163779564,184770683.68451288,-25.822539783632827,-2.395490872036233,-73116123.58996123,130512663.71180779,-73445854.28250736,130710251.74381642,-72355755.43391034,216150233.75473863,34592860.316730715
121.5,-58910427.416799076,184664049.4311036,-25.776519890962856,-2.5411780742464116,-74235951.14945832,129878968.56269361,-74586174.1617334,130037421.08451945,-73343472.79089142,215817084.34600762,34334012.046072304
122.0,-60022966.27531386,184551134.7217333,-25.72979117402362,-2.686252581358522,-75350286.91175291,129235665.27971461,-75716376.81849958,129352889.59535865,-74329656.29825786,215479421.5028963,34076976.13683567
122.5,-61133471.2649694,184431966.04268152,-25.682360423062075,-2.830713575835782,-76459048.44096415,128582801.45290121,-76836170.2614936,128657249.37080735,-75314285.33171768,215137252.28702864,33821739.915962026
123.0,-62241912.20364264,184306569.91439897,-25.63423437707451,-2.9745602930250534,-77562153.71357952,127920425.37954985,-77945326.76777467,127951113.65970309,-76297339.29948805,214790583.8542714,33568290.64359642
123.5,-63348259.19922903,184174972.88924605,-25.58541972385363,-3.117792020110594,-78659521.12452279,127248586.06065007,-79043684.81310634,127235109.40031144,-77278797.64272596,214439423.4545845,33316615.51459814
124.0,-64452482.64743167,184037201.54927567,-25.535923100046602,-3.2604080950817247,-79751069.49319111,126567333.19725956,-80131150.13349272,126509869.58383404,-78258639.83595793,214083778.43186957,33066701.66006766
124.5,-65554553.229553305,183893282.50406086,-25.485751091223968,-3.4024079057143513,-80836718.06946015,125876717.1868274,-81207695.90397713,125776025.54716903,-79236845.38750942,213723656.2238161,32818536.148888953
125.0,-66654441.91029148,183743242.38856497,-25.43491023195877,-3.543790888566239,-81916386.53965819,125176789.11946586,-82273362.03242187,125034199.29666589,-80213393.8399335,213359064.3617461,32572105.98928938
125.5,-67752119.93553732,183587107.8610565,-25.38340700591588,-3.6845565279859986,-82989995.03250723,124467600.77417071,-83328253.5776733,124284995.96420632,-81188264.77043845,212990010.47045654,32327398.13041414
126.0,-68847558.83017847,183424905.60106567,-25.331247845950987,-3.824704355135677,-84057464.12503207,123749204.61499082,-84372538.3130829,123528996.49519478,-82161437.79131496,212616502.26805982,32084399.46391793
126.5,-69940730.39590631,183256662.3073821,-25.278439134218935,-3.9642339470268784,-85118714.84843537,123021653.78714702,-85406443.46763939,122766750.66497909,-83132892.5503625,212238547.56582245,31843096.825573795
127.0,-71031606.70902838,183082404.69609582,-25.224987202291207,-4.1031449255703345,-86173668.69393986,122285002.11310053,-86430251.6878305,121998770.51588225,-84102608.73131509,211856154.26800168,31603476.996896647
127.5,-72120160.11828569,182902159.49867722,-25.17089833128216,-4.241436956638815,-87222247.6185962,121539304.08857131,-87444296.27364248,121225524.30147193,-85070566.05426592,211469330.37168008,31365526.70678455
128.0,-73206363.24267592,182715953.46009788,-25.116178751983735,-4.379109749143309,-88264374.05105625,120784614.87850654,-88448955.75169207,120447431.01799363,-86036744.27609162,211078083.96659854,31129232.63317631
128.5,-74290188.96928255,182523813.3369914,-25.06083464500833,-4.516163054122366,-89299970.8973119,120020990.31299967,-89444647.8572404,119664855.59513879,-87001123.19087559,210682423.23498675,30894581.404724468
129.0,-75371610.4511104,182325765.8958528,-25.004872140939614,-4.652596663844501,-90328961.54639803,119248486.88316034,-90431823.00464362,118878104.8096098,-87963682.63033065,210282356.45139244,30661559.602485668
129.5,-76450601.10492767,182121837.9112763,-24.948297320490912,-4.788410410923542,-91351269.87606008,118467161.73693515,-91410957.33255194,118087423.97539763,-88924402.46422064,209877891.98250803,30430153.761626612
130.0,-77527134.6091152,181912056.16423172,-24.89111621467092,-4.923604167446877,-92366820.25838543,117677072.67488018,-92382545.41578406,117292994.4544292,-89883262.6007815,209469038.28699592,30200350.37314609
130.5,-78601184.9015228,181696447.44037706,-24.833334804956554,-5.058177844116413,-93375537.56539829,116878278.14588478,-93347092.74020587,116494932.02040577,-90840242.98714161,209055803.91531125,29972135.8856134
131.0,-79672726.17733355,181475038.52840972,-24.774959023472512,-5.192131389402202,-94377347.17461716,116070837.24284795,-94305108.04007123,115693286.09738544,-91795323.60974088,208638197.5095235,29745496.7069214
131.5,-80741732.88693546,181247856.21845213,-24.71599475317743,-5.325464788708601,-95372174.97457553,115254809.69830658,-95257095.59910049,114888039.88310872,-92748484.49474947,208216227.80313548,29520419.20605636
132.0,-81808179.73380199,181014927.30047435,-24.656447828056397,-5.458178063552854,-96359947.37030429,114430255.88001673,-96203547.61704805,114079111.35538137,-93699705.70848542,207789903.62090075,29296889.714882113
132.5,-82872041.6723804,180776278.56275168,-24.5963240333194,-5.590271270755968,-97340591.28877626,113597236.7864876,-97144936.74264792,113266355.1481646,-94648967.35783175,207359233.87863898,29074894.52993948
133.0,-83933293.90598916,180531936.7903562,-24.53562910560567,-5.7217445016458,-98314034.18431184,112755814.04246913,-98081708.87162505,112449565.27253693,-95596249.59065212,206924227.58304968,28854419.914261077
133.5,-84991911.88472421,180281928.76368344,-24.474368733193597,-5.85259788127224,-99280204.04394574,111906049.89439318,-99014276.30496247,111628478.64653194,-96541532.59620641,206484893.8315237,28635452.0991996
134.0,-86047871.30337442,180026281.25701264,-24.41254855621597,-5.982831567634335,-100239029.39275438,111048007.20576863,-99943011.35785273,110802779.38717341,-97484796.6055645,206041241.81195307,28417977.286270432
134.5,-87101148.09934628,179765021.0370992,-24.3501741668804,-6.112445750919245,-101190439.29914357,110181749.45253073,-100868240.50381173,109972103.80796182,-98426021.89202037,205593280.8025387,28201981.649008576
135.0,-88151718.45059863,179498174.86180085,-24.28725110969461,-6.241440652752971,-102134363.38009559,109307340.71834567,-101790239.13136245,109136046.05574971,-99365188.77150418,205141020.17159644,27987451.334838178
135.5,-89199558.77358682,179225769.47873503,-24.22378488169642,-6.36981652546264,-103070731.8063761,108424845.68986948,-102709226.98260768,108294164.31249627,-100302277.60299388,204684469.3773613,27774372.466955632
136.0,-90244645.72121719,178947831.62396905,-24.159780932688356,-6.497573651350311,-103999475.30769992,107534329.6519629,-103625364.33400223,107445987.479933,-101237268.7889263,204223637.96778932,27562731.146224167
136.5,-91286956.18081139,178664388.02073982,-24.095244665476336,-6.624712341978122,-104920525.17785566,106635858.48286156,-104538748.96983431,106591022.25879173,-102170142.77560697,203758535.58035815,27352513.453082085
137.0,-92326467.27208169,178375465.37820554,-24.030181436112667,-6.7512329374646916,-105833813.279788,105729498.6493026,-105449413.98845349,105728760.52903639,-103100880.05361864,203289171.94186547,27143705.449461006
137.5,-93363156.34511624,178081090.3902271,-23.964596554142858,-6.87713580579263,-106739272.05063881,104815317.20160767,-106357326.47028714,104858686.9335625,-104029461.15822947,202815556.86822554,26936293.18071569
138.0,-94397000.97837557,177781289.73417866,-23.898495282856135,-7.0024213421270405,-107636834.50674486,103893381.76872256,-107262387.02530138,103980286.56514162,-104955866.66980076,202337700.26426366,26730262.677565016
138.5,-95427978.97669974,177476090.06978837,-23.831882839539585,-7.127089968144924,-108526434.24859342,102963760.55321428,-108164430.2259503,103093052.65502335,-105880077.21419199,201855612.12350956,26525599.958041787
139.0,-96456068.36932662,177165518.03800723,-23.764764395735583,-7.251142131375264,-109408005.46573421,102026522.32622547,-109063225.9199597,102196494.16158509,-106802073.46316645,201369302.5279881,26322291.029452555
139.5,-97481247.40792128,176849600.25990614,-23.697145077502476,-7.37457830454982,-110281482.9416479,101081736.4223871,-109958481.405672,101290143.15873986,-107721836.13479611,200878781.64800814,26120321.890346285
140.0,-98503494.56461674,176528363.3356012,-23.629029965678267,-7.49739898496434,-111146802.05857062,100129472.73468906,-110849844.44128655,100373561.92645504,-108639345.99386373,200384059.74195042,25919678.532490928
140.5,-99522788.5300664,176201833.84320638,-23.560424096147198,-7.619604693850206,-112003898.8022743,99169801.70930974,-111736907.04831506,99446349.64967048,-109554583.85226576,199885147.15605277,25720346.942857284
141.0,-100539108.21150751,175870038.33781204,-23.491332460108985,-7.741195975756282,-112852709.76680242,98202794.34040445,-112619210.05908287,98508148.63707453,-110467530.56941372,199382054.32419348,25522313.10561071
141.5,-101552432.730837,175533003.35049164,-23.421760004350645,-7.862173397940924,-113693172.15916027,97228522.16485375,-113496248.34827793,97558649.97753783,-111378167.05263436,198874791.76767346,25325563.004107725
142.0,-102562741.42269856,175190755.38733348,-23.351711631520754,-7.98253754977396,-114525223.8039606,96247057.25697099,-114367476.67951725,96597598.55943027,-112286474.25756854,198363370.09499612,25130082.622898627
142.5,-103570013.83258197,174843320.92849752,-23.281192200405926,-8.102289042148573,-115348803.14802289,95258472.22317068,-115232316.089774,95624797.38646215,-113192433.18857023,197847800.00164536,24935857.94973564
